question,answer
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '1℃', '지상 9층, 지하 2층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '조적공사' 작업에서 사고객체 '질병'(중분류: '질병')와 관련된 사고가 발생했습니다. 작업 프로세스는 '쌓기작업'이며, 장소는 '창고시설 / 내부', 부위는 '질병 / 허리' 입니다. 사고 원인은 '현장 내 조적 작업 진행 중 해당 작업자 허리에서 통증이 발생하였고, 병원 진료 등 확인 결과 척추추간판협착증, 전방전위증  등이 발생된걸로 확인'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업시간 및 휴식시간 준수에 대한 재발 방지 대책과 향후 조치 계획.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '0℃', '지상 15층, 지하 6층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '가시설'(중분류: '기타 가시설')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '업무시설 / 외부', 부위는 '기타 가시설 / 바닥' 입니다. 사고 원인은 '경사각이 급한 구간을 빠르게 오르려다 넘어짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업자 근로자 이동통로에서 이동방법 교육과 안전관리 철저 지시를 통한 재발 방지 대책 마련.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '4℃', '지상 34층, 지하 3층'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '타일 및 돌공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '양중작업'이며, 장소는 '공동주택 / 외부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '넘어지는 타일을 지지하다 피하는 과정에서 타일에 왼쪽 발을 부딪힘'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","양중 작업 시 기준무게(25kg) 이상 운반을 위한 2인 1조 작업 교육, 자재 전도 방지를 위한 버팀대 설치, 작업 전 바닥 상태 확인 및 정리를 통한 평평한 작업 환경 조성."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 8층, 지하 0층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철골공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '공장 / 내부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '2인1조로 밀어서 운반 하던 중 상호 의사소통 미흡으로,   한방향으로만 힘이 들어가 손가락이 자재와 자재 사이에 끼임'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",인력운반 작업 시 1인당 적정무게 준수 및 중량물의 무게별 작업방법 공유와 2인1조 작업 시 의사소통 미흡으로 발생한 사고사례 전파 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '0℃', '지상 4층, 지하 1층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '수장공사' 작업에서 사고객체 '가시설'(중분류: '작업발판')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '교육연구시설 / 내부', 부위는 '작업발판 / 옆' 입니다. 사고 원인은 '작업자 부주의로 인해'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",사다리 작업간 안전교육 실시 및 보호장구 착용 점검과 시공사의 안전교육 강화 및 안전장비 착용 점검 강화를 통해 사고 당시 즉시 발주청으로 보고되지 않은 점과 작업자의 산재처리로 인한 뒤늦은 인지로 csi 사고 조사 등록 진행이 이루어진 사항.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '-1℃', '-'입니다. 인적사고 '떨어짐(2미터 이상 ~ 3미터 미만)'이고, 물적사고'파열,파단' 입니다. 공사종류 대분류 '토목', 중분류 '터널' 공사 중 공종 대분류 '토목', 중분류 '터널공사' 작업에서 사고객체 '건설기계'(중분류: '특수건설기계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '철도터널 / 내부', 부위는 '특수건설기계 / 차징카 버켓' 입니다. 사고 원인은 '본선터널 2-1구간(종점방향)의 천단부 보조공법(훠홀링) 시공중 차징카 붐대에 버켓을 연결하는 연결핀이 부러지면서 근로자 추락.'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","건설기계 주기적 비파괴 검사 및 연결핀 점검, 근로자 안전벨트 착용 교육 관리와 상하 동시작업 통제의 위험성 평가 반영."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 8층, 지하 1층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '미장공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '정비작업'이며, 장소는 '공장 / 내부', 부위는 '자재 / 바닥' 입니다. 사고 원인은 '적절한 보안경 미착용, 보조원의 위치 부적절'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",호스 및 장비 고장 시 작업방법 및 절차 수립과 TBM 및 정기교육 시 적절한 개인보호구 착용 및 관련 사고사례 교육.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '6℃', '지상 22층, 지하 3층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 내부', 부위는 '기타 / 바닥' 입니다. 사고 원인은 '현장내 이동중 208동 외부계단에서 미끄러짐'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","현장 안전조치 이행, 미끄러짐 주의 경고표지 부착, 사고사례 전파 교육 및 행정안내를 통한 재발 방지 대책 마련."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 43층, 지하 4층'입니다. 인적사고 '넘어짐(물체에 걸림)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '부재'(중분류: '슬래브')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공동주택 / 내부', 부위는 '슬래브 / 바닥' 입니다. 사고 원인은 '작업자 부주위'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","일일 T.B.M. 실시, 작업 방법 재주지, 해당 내용 위험성 평가 회의 진행 및 전파, 작업장 주변 청소 및 정리 정돈, 현장 지정 병원으로 검사 및 조치 후 요양 계획."
"사고인지 시간 '작업 전 -'이고, 날씨 '맑음' 일 때 기온 '-4℃', '지상 3층, 지하 0층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철골공사' 작업에서 사고객체 '토사 및 암반'(중분류: '지반')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '방송통신시설 / 외부', 부위는 '지반 / 바닥' 입니다. 사고 원인은 '크레인 승하강 시 하부 사다리를 확인하지 않고 내려오다 발을 헛디뎌 지반을 강하게 디딤'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",사고 사례 전파 및 근로자 사다리 승하강 교육 실시를 통한 재발 방지 대책 마련.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '3℃', '지상 33층, 지하 3층'입니다. 인적사고 '끼임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '타일 및 돌공사' 작업에서 사고객체 '건설자재'(중분류: '자재')와 관련된 사고가 발생했습니다. 작업 프로세스는 '운반작업'이며, 장소는 '공동주택 / 내부', 부위는 '자재 / 상부(위)' 입니다. 사고 원인은 '배수로 드레인 이동통로 확보상태 미흡, 작업자의 불안전한 상태에서의 이동 작업'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","배수로 드레인 덮개 설치 및 충분한 이동통로 확보, 작업자 재발방지 특별안전교육 실시와 안전교육 조치 이행 확인."
"사고인지 시간 '기타 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 24층, 지하 2층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '공동주택 / 내부', 부위는 '기타 / 지하저류조' 입니다. 사고 원인은 '구체적인 사고원인이 확인 불가능하여 경찰 및 한국산업안전보건공단 사고조사팀 조사 중'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",재발 방지를 위한 근로자 안전 관리 철저와 산업재해 여부 조사 결과에 따른 안전 관련 행정 지도 조치 예정.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '-1℃', '지상 11층, 지하 7층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '가시설'(중분류: '안전시설물')와 관련된 사고가 발생했습니다. 작업 프로세스는 '고소작업'이며, 장소는 '업무시설 / 내부', 부위는 '안전시설물 / 고소' 입니다. 사고 원인은 '1. 렌탈에서 하차시 3점지지 미이행 / 계단 발판 미확인'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","작업대 승하강 시 계단 발판 육안 확인 철저와 3점지지 이행, 안전한 통로 확보 및 간섭 최소화로 인한 재발 방지 대책."
"사고인지 시간 '출ㆍ퇴근 등 -'이고, 날씨 '맑음' 일 때 기온 '0℃', '지상 29층, 지하 1층'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '가설공사' 작업에서 사고객체 '토사 및 암반'(중분류: '지반')와 관련된 사고가 발생했습니다. 작업 프로세스는 '이동'이며, 장소는 '공동주택 / 인접주변', 부위는 '지반 / 바닥' 입니다. 사고 원인은 '동주변 토공정리 완료 전 이동'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",동 주변 근로자 이동구간 지반정리 및 TBM 시 사고사례 전파와 근로자 이동통로 정비.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '4℃', '지상 4층, 지하 1층'입니다. 인적사고 '넘어짐(미끄러짐)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '조적공사' 작업에서 사고객체 '가시설'(중분류: '비계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '교육연구시설 / 외부', 부위는 '비계 / 지하' 입니다. 사고 원인은 '주차장 램프 시스템비계 위에서 치장벽돌 쌓기 작업 중 작업도구를 가지러 비계발판에서 창호쪽으로 이동하던 중 미끄러지면서  비계와 발판 사이로 빠지면서 좌측 가슴부위를 창호 인방 모서리에 부딪힌 사고'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","비계의 안전난간대 임의해체 금지, 안전난간대 해체 시 비계와 벽체 사이의 발빠짐이나 추락을 예방할 수 있는 작업발판 추가 설치, 비계 상부 작업자의 안전대 착용 및 고리체결 상태 유지, 사고 원인 조사에 따른 동종 재해 예방 대책에 대한 근로자 대상 안전교육 실시, 시공자의 안전관리업무 강화 지시 및 발주자/건설사업관리단 현장 안전점검 실시 예정."
"사고인지 시간 '식사ㆍ휴식 등 -'이고, 날씨 '맑음' 일 때 기온 '4℃', '-'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '산업환경설비', 중분류 '발전시설' 공사 중 공종 대분류 '기계설비', 중분류 '기계설비공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '기타'이며, 장소는 '/ STG', 부위는 '기타 / 협소공간' 입니다. 사고 원인은 '1. 협소공간에서 지속적인 작업2. 근골격계질환 교육 미실시'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업 전 관리자 주간 하에 TBM 실시 및 협소공간 지속작업 시 스트레칭 관련 내용 전달과 특별안전교육을 통한 근골격계질환 관련 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '-4℃', '지상 35층, 지하 3층'입니다. 인적사고 '깔림'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '타일 및 돌공사' 작업에서 사고객체 '가시설'(중분류: '비계')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '공동주택 / 내부', 부위는 '비계 / 옆' 입니다. 사고 원인은 '시스템 비계 과적재'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",시스템 비계 발판 적재 하중 준수 및 안전교육 실시와 조치계획 이행 확인.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '-1℃', '지상 11층, 지하 7층'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설공구'(중분류: '공구류')와 관련된 사고가 발생했습니다. 작업 프로세스는 '설치작업'이며, 장소는 '업무시설 / 내부', 부위는 '공구류 / 상부(위)' 입니다. 사고 원인은 '수공구 사용 시 집중력 분산'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","수공구 사용 시 올바른 자세와 집중력 유지, 협소 공간 내 작업 시 고정용 보조기구 또는 타정기 사용 및 안전 보호 장구 착용의 필요성."
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '3℃', '-'입니다. 인적사고 '기타'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '관공사' 작업에서 사고객체 '건설기계'(중분류: '굴착기')와 관련된 사고가 발생했습니다. 작업 프로세스는 '굴착작업'이며, 장소는 '하수도 / 인접주변', 부위는 '굴착기 / 옆' 입니다. 사고 원인은 '상기 일시에 재해자가 굴착기와 우수관로 앞쪽에서 굴착잡업 위한 신호를 하던중, 굴착기와 과도한 접근 및 굴착기장비원의 시야확보 부족으로 굴착기 버켓에 오른쪽 발등을 찍힘'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",재해자의 불안전한 행동 및 작업 중 장비원의 시야 확보 부족에 대한 관련 안전 교육 실시
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '-'입니다. 인적사고 '부딪힘'이고, 물적사고'없음' 입니다. 공사종류 대분류 '토목', 중분류 '상하수도' 공사 중 공종 대분류 '토목', 중분류 '가설공사' 작업에서 사고객체 '가시설'(중분류: '시스템동바리')와 관련된 사고가 발생했습니다. 작업 프로세스는 '해체작업'이며, 장소는 '상수도 / 내부', 부위는 '시스템동바리 / 바닥' 입니다. 사고 원인은 '시스템 동바리 해체 작업 중 재해자가 멍에를 받아서 안고 미끄러지면서 시스템 횡대에 왼쪽 갈비뼈를 부딪힘'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",작업방법 및 순서에 관한 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '5℃', '지상 5층, 지하 1층'입니다. 인적사고 '절단, 베임'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '기타'(중분류: '기타')와 관련된 사고가 발생했습니다. 작업 프로세스는 '절단작업'이며, 장소는 '교육연구시설 / 외부', 부위는 '기타 / 상부(위)' 입니다. 사고 원인은 '고속절단기가 정지하지 않은 상태에서 목재 제거를 시도하여 발생. (고속절단기 사용방법의 미숙)'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",고속절단기 날의 회전이 완전히 멈춘 후 목재를 제거할 수 있도록 하는 안전교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '1℃', '지상 3층, 지하 1층'입니다. 인적사고 '떨어짐(2미터 미만)'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '건축', 중분류 '철근콘크리트공사' 작업에서 사고객체 '건설공구'(중분류: '사다리')와 관련된 사고가 발생했습니다. 작업 프로세스는 '타설작업'이며, 장소는 '교육연구시설 / 외부', 부위는 '사다리 / 상부(위)' 입니다. 사고 원인은 '사다리 전도방지장치 미설치, 관리감독자 관리 미흡, 작업자 부주의'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",안전사고 예방을 위한 교육 강화와 안전관리 인력 보충 예정.
"사고인지 시간 '정규작업 -'이고, 날씨 '맑음' 일 때 기온 '8℃', '지상 2층, 지하 31층'입니다. 인적사고 '질병'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '말뚝공사' 작업에서 사고객체 '질병'(중분류: '질병')와 관련된 사고가 발생했습니다. 작업 프로세스는 '정리작업'이며, 장소는 '공동주택 / 외부', 부위는 '질병 / 바닥' 입니다. 사고 원인은 '플랜트 공으로 근무하던 작업자가 작업 내용을 다른 직원에게 인수인계하기 위하여 교반기를 작동하였으나 교반기 날개에 묻어있던 시멘트가 튀어서 알레르기가 발생하였다고 주장'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?",건설기계 작동 전 이상유무 확인 후 작동할 수 있게 교육 실시.
"사고인지 시간 '정규작업 -'이고, 날씨 '흐림' 일 때 기온 '0℃', '지상 2층, 지하 0층'입니다. 인적사고 '물체에 맞음'이고, 물적사고'없음' 입니다. 공사종류 대분류 '건축', 중분류 '건축물' 공사 중 공종 대분류 '토목', 중분류 '토공사' 작업에서 사고객체 '토사 및 암반'(중분류: '절토사면')와 관련된 사고가 발생했습니다. 작업 프로세스는 '준비작업'이며, 장소는 '근린생활시설 / 인접주변', 부위는 '절토사면 / 하부(아래)' 입니다. 사고 원인은 '관리미흡'입니다. 재발 방지 대책 및 향후 조치 계획은 무엇인가요?","사고위험 제거를 위한 되메우기, 위험성 평가, 안전 교육 실시와 지반 등 현장 여건 재확인 및 시공 계획 수립 후 공사 실시."
